Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA,Zebra,Odds,prediction_label,prediction_score
2023-11-13,Brasil Nbb,20:00,Flamengo,Cerrado,1.01,13.4,155.5,1.86,1.88,-20.5,1.98,1.74,zaEq3zj0,0.990099,0.07462686,0.53763443,0.5319149,0.064725876,0.0,0.0,,,,,,,,,0.0,0.0,92.92,227.5,0.0,0.0,0.0,0.0,1.2159685,0.007562639,0.09123959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.74,1,0.61
2023-11-13,Brasil Nbb,20:00,Franca,Pinheiros,1.17,4.87,164.5,1.8,1.86,-12.5,2.03,1.7,txFu4Gzf,0.85470086,0.2053388,0.5555556,0.53763443,0.060039666,0.0,0.0,,,,,,,,,0.0,0.0,112.53,196.7,0.0,0.0,0.0,0.0,0.8663229,0.023183828,0.12511809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.7,1,0.56
2023-11-13,Eua Nba,21:30,Toronto Raptors,Washington Wizards,1.22,5.15,225.5,1.8,2.08,-10.5,2.1,1.83,SMnZwyG2,0.8196721,0.19417475,0.5555556,0.48076922,0.013846888,0.8,0.8,,,279.634,86.75606,0.3102486,309.838,96.17083,0.3103907,198.286,356.434,256.8,329.94,0.0,0.0,0.0,0.0,0.87250537,0.10205665,0.09715971,0.08,0.016,13.75,0.69658715,0.7,0.0034128528,-2.56,-0.512,-8.105469,0.3036042,0.1,-0.20360419,Fora,1.83,1,0.52
2023-11-13,Cazaquistão Higher League,04:30,Shymkent,Turan,1.35,2.99,158.5,1.83,1.83,-6.5,1.83,1.83,t6GLWHZQ,0.7407407,0.33444816,0.5464481,0.5464481,0.075188905,0.0,0.0,,,,,,,,,0.0,0.0,0.0,92.34,0.0,0.0,0.0,1.0,0.53440326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.83,1,0.61
2023-11-13,China Cba,08:35,Ningbo Rockets,Shanghai,2.47,1.54,198.5,1.86,1.9,2.5,2.08,1.68,Q1C8PLem,0.4048583,0.64935064,0.53763443,0.5263158,0.05420895,0.0,0.0,,,1259.34,477.742,0.37935904,217.49,47.041737,0.21629378,0.0,0.0,1864.5,204.16,1.0,0.0,0.0,0.0,0.3279847,0.015044825,0.15044825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,2.08,1,0.7
2023-11-13,Eua Ncaa,21:00,Miami,Florida Intl,1.01,16.0,159.5,1.8,1.91,-21.5,2.0,1.73,lIpKh8F0,0.990099,0.0625,0.5555556,0.5235602,0.05259901,0.0,0.0,,,,,,,,,0.0,0.0,113.52,0.0,0.0,0.0,0.0,0.0,1.2462705,0.04193086,0.102369346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.73,1,0.57
2023-11-13,Europa Liga Aba,14:00,Krka,Cibona,1.5,2.54,161.5,1.86,1.88,-5.5,2.02,1.71,lWVdIVwr,0.6666667,0.39370078,0.53763443,0.5319149,0.060367454,0.0,0.0,,,,,,,,,0.0,0.0,0.0,114.24,0.0,0.0,0.0,0.0,0.36405498,0.007562639,0.117535174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.71,1,0.61
2023-11-13,Europa Liga Aba 2,11:00,Subotica,Borac Banja Luka,1.3,3.3,157.5,1.83,1.83,-8.5,2.01,1.72,hvV3DwA5,0.7692308,0.3030303,0.5464481,0.5464481,0.07226107,0.0,0.0,,,,,,,,,0.0,0.0,106.4,0.0,0.0,0.0,0.0,0.0,0.61487544,0.0,0.10995226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.72,1,0.77
2023-11-13,Europa Liga Aba 2,14:00,Podgorica,GKK Sibenka,1.22,3.91,164.5,1.83,1.83,-10.5,2.0,1.72,EmWaEJfa,0.8196721,0.25575447,0.5464481,0.5464481,0.07542661,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7415662,0.0,0.106446184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.72,1,0.76
2023-11-13,Europa Liga Aba 2,17:00,Sencur,Sutjeska,2.45,1.5,155.5,1.83,1.83,2.5,2.08,1.67,04U7CcPB,0.40816328,0.6666667,0.5464481,0.5464481,0.07482993,0.0,0.0,,,,,,,,,0.0,0.0,218.12,0.0,0.0,0.0,0.0,0.0,0.34012732,0.0,0.15462068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,2.08,1,0.82
